"BGA79C40P13X13_381X382X63_Qualcomm_79B_WLNSP_WCN3680B_WCN3660B"
"BGA9C50P3X3_150X150X62_TI_DSBGA_YZF_S-XBGA-N9"
"BGA64C100P8X8_1000X1300X120_Numonyx_64-Ball_Easy_BGA_Package"
"RESC0402X04"
"RESC0505X04"
"RESC0603X04"
"RESC0816X04"
"RESC1005X04"
"RESC1006X04"
"RESC1016X04"
"RESC1084X04"
"RESC1212X04"
"RESC1220X04"
"RESC1412X04"
"RESC1414X04"
"RESC1508X04"
"RESC1608X04"
"RESC1609X04"
"RESC1632X04"
"RESC1912X04"
"RESC1913X04"
"RESC2012X04"
"RESC2013X04"
"RESC2512X04"
"RESC2525X04"
"RESC2550X04"
"RESC3216X04"
"RESC3225X04"
"RESC5025X04"
"RESC6332X04"
"CAPC0603X100"
"CAPC1005X100"
"CAPC1608X100"
"CAPC2012X100"
"CAPC3216X100"
"CAPC3225X100"
"CAPC3246X100"
"CAPC5025X100"
"CAPC6332X100"
"CAPMP0603X15"
"CAPMP1005X15"
"CAPMP1605X15"
"CAPMP1608X15"
"CAPMP2012X15"
"CAPMP2211X15"
"CAPMP2212X15"
"CAPMP2513X15"
"CAPMP2516X15"
"CAPMP2867X15"
"CAPMP2917X15"
"CAPMP3216X15"
"CAPMP3413X15"
"CAPMP8170X15"
"DIOM0402X20"
"DIOM0402X20"
"DIOM0603X20"
"DIOM6656X20"
"DIOM6656X23"
"INDM120120X50"
"INDM125125X60"
