NAME;BODY_LENGTH_MIN;BODY_LENGTH_MAX;BODY_WIDTH_MIN;BODY_WIDTH_MAX;BODY_PAD_LENGTH_MIN;BODY_PAD_LEGNTH_MAX;BODY_MAX_HEIGHT;BODY_PAD_DISTANCE_MIN;BODY_PAD_DISTANCE_MAX;TOE_FILLET;HEEL_FILLET;SIDE_FILLET;COURTYARD;PAD_WIDTH;PAD_LENGTH;PAD_DISTANCE;SILKSCREEN_WIDTH;SILKSCREEN_LENGTH;COURTYARD_WIDTH;COURTYARD_LENGTH
RESC0402X04N;;;;;;;;;;;;;;;;;;;;
RESC0505X04N;;;;;;;;;;;;;;;;;;;;
RESC0603X04N;;;;;;;;;;;;;;;;;;;;
RESC0816X04N;;;;;;;;;;;;;;;;;;;;
RESC1005X04N;;;;;;;;;;;;;;;;;;;;
RESC1006X04N;;;;;;;;;;;;;;;;;;;;
RESC1016X04N;;;;;;;;;;;;;;;;;;;;
RESC1084X04N;;;;;;;;;;;;;;;;;;;;
RESC1212X04N;;;;;;;;;;;;;;;;;;;;
RESC1220X04N;;;;;;;;;;;;;;;;;;;;
RESC1412X04N;;;;;;;;;;;;;;;;;;;;
RESC1414X04N;;;;;;;;;;;;;;;;;;;;
RESC1508X04N;;;;;;;;;;;;;;;;;;;;
RESC1608X04N;;;;;;;;;;;;;;;;;;;;
RESC1609X04N;;;;;;;;;;;;;;;;;;;;
RESC1632X04N;;;;;;;;;;;;;;;;;;;;
RESC1912X04N;;;;;;;;;;;;;;;;;;;;
RESC1913X04N;;;;;;;;;;;;;;;;;;;;
RESC2012X04N;;;;;;;;;;;;;;;;;;;;
RESC2013X04N;;;;;;;;;;;;;;;;;;;;
RESC2512X04N;;;;;;;;;;;;;;;;;;;;
RESC2525X04N;;;;;;;;;;;;;;;;;;;;
RESC2550X04N;;;;;;;;;;;;;;;;;;;;
RESC3216X04N;;;;;;;;;;;;;;;;;;;;
RESC3225X04N;;;;;;;;;;;;;;;;;;;;
RESC5025X04N;;;;;;;;;;;;;;;;;;;;
RESC6332X04N;;;;;;;;;;;;;;;;;;;;
